GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
84440	5.30e-01	3.77e-01	0.0775	-0.8840342	-0.068481	4376.85	RAB11FIP4	RAB11 family interacting protein 4
8697	5.30e-01	3.77e-01	0.0602	-0.8839004	-0.0531833	841.33	CDC23	cell division cycle 23
5097	5.30e-01	3.77e-01	0.2358	0.8838673	0.2083797	108.21	PCDH1	protocadherin 1
100653133	5.30e-01	3.77e-01	0.3007	-0.8838624	-0.2657738	42.45	LOC100653133	golgin subfamily A member 6-like protein 1
55603	5.30e-01	3.77e-01	0.0823	0.8836565	0.0727148	1208.69	TENT5A	terminal nucleotidyltransferase 5A
105375938	5.30e-01	3.77e-01	0.1961	-0.8836012	-0.1732904	27.02	LOC105375938	uncharacterized LOC105375938
112268103	5.30e-01	3.77e-01	0.1458	-0.8836387	-0.1288475	59.47	LOC112268103	
115761	5.30e-01	3.77e-01	0.1053	0.8836962	0.0930811	1584.77	ARL11	ADP ribosylation factor like GTPase 11
26220	5.30e-01	3.77e-01	0.2048	-0.883459	-0.1809334	40.5	DGCR5	DiGeorge syndrome critical region gene 5
462	5.30e-01	3.77e-01	0.1483	0.8833227	0.1309632	22.86	SERPINC1	serpin family C member 1
107985242	5.30e-01	3.77e-01	0.3014	0.8829653	0.2660936	12.06	LOC107985242	uncharacterized LOC107985242
7743	5.30e-01	3.77e-01	0.0554	-0.8828879	-0.0489505	610.98	ZNF189	zinc finger protein 189
100131213	5.30e-01	3.77e-01	0.183	0.8827186	0.1615132	21.59	ZNF503-AS2	ZNF503 antisense RNA 2
28409	5.30e-01	3.77e-01	0.3184	0.8827094	0.2810319	52.18	IGHV3-73	immunoglobulin heavy variable 3-73
55036	5.30e-01	3.77e-01	0.3135	-0.8825486	-0.2766844	13.61	CCDC40	coiled-coil domain containing 40
51070	5.31e-01	3.78e-01	0.0919	0.8819768	0.0810297	5546.84	NOSIP	nitric oxide synthase interacting protein
24146	5.31e-01	3.78e-01	0.0637	0.8815605	0.0561474	945.19	CLDN15	claudin 15
6434	5.31e-01	3.78e-01	0.0552	0.881466	0.0486324	3425.43	TRA2B	transformer 2 beta homolog
81615	5.31e-01	3.78e-01	0.2219	0.8811661	0.1954928	24.54	TMEM163	transmembrane protein 163
220002	5.32e-01	3.79e-01	0.0724	-0.8805388	-0.0637182	2325.38	CYB561A3	cytochrome b561 family member A3
55146	5.32e-01	3.79e-01	0.0693	0.880398	0.0609792	606.87	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4
6343	5.32e-01	3.79e-01	0.1964	0.8802325	0.1729175	69.47	SCT	secretin
2239	5.32e-01	3.79e-01	0.2746	0.8800654	0.2417067	17.8	GPC4	glypican 4
5266	5.32e-01	3.79e-01	0.3338	0.8800091	0.2937442	2755.63	PI3	peptidase inhibitor 3
10388	5.32e-01	3.79e-01	0.1491	-0.8799127	-0.1312132	198.51	SYCP2	synaptonemal complex protein 2
1594	5.32e-01	3.79e-01	0.1962	0.8794304	0.1725063	16.41	CYP27B1	cytochrome P450 family 27 subfamily B member 1
11057	5.32e-01	3.79e-01	0.1461	0.8790798	0.1284629	5930.38	ABHD2	abhydrolase domain containing 2, acylglycerol lipase
9778	5.33e-01	3.80e-01	0.1016	-0.8785044	-0.0892461	3616.3	KIAA0232	KIAA0232
54960	5.33e-01	3.80e-01	0.0906	-0.8785153	-0.0795672	547.56	GEMIN8	gem nuclear organelle associated protein 8
728661	5.33e-01	3.80e-01	0.0656	-0.8783482	-0.0576447	6362.71	SLC35E2B	solute carrier family 35 member E2B
145173	5.33e-01	3.80e-01	0.0805	-0.8782103	-0.0706828	216.52	B3GLCT	beta 3-glucosyltransferase
28452	5.33e-01	3.80e-01	0.2661	0.8781945	0.2336936	297.09	IGHV3-7	immunoglobulin heavy variable 3-7
105369340	5.33e-01	3.80e-01	0.1696	0.8781064	0.1489305	24.25	PPP1R14B-AS1	PPP1R14B antisense RNA 1
100131094	5.33e-01	3.80e-01	0.0569	-0.8780615	-0.0499492	354.74	DPP9-AS1	DPP9 antisense RNA 1
10225	5.33e-01	3.80e-01	0.066	0.8779835	0.0579633	3922.85	CD96	CD96 molecule
105379413	5.33e-01	3.80e-01	0.2777	-0.8777285	-0.2437566	116.96	LOC105379413	uncharacterized LOC105379413
51175	5.33e-01	3.80e-01	0.1147	-0.8771752	-0.1006301	349.82	TUBE1	tubulin epsilon 1
3752	5.34e-01	3.80e-01	0.274	-0.8770805	-0.2403218	20.71	KCND3	potassium voltage-gated channel subfamily D member 3
105373711	5.34e-01	3.81e-01	0.1193	-0.8767432	-0.1045787	100.34	LOC105373711	
388574	5.34e-01	3.81e-01	0.2656	-0.8767557	-0.2328747	20.55	RPL23AP87	ribosomal protein L23a pseudogene 87
5684	5.34e-01	3.81e-01	0.142	0.8766833	0.1245278	1296.9	PSMA3	proteasome 20S subunit alpha 3
26791	5.34e-01	3.81e-01	0.1799	-0.87652	-0.1576691	17.44	SNORD58A	small nucleolar RNA, C/D box 58A
107984242	5.34e-01	3.81e-01	0.3183	0.8758829	0.278819	12.85	LOC107984242	uncharacterized LOC107984242
79683	5.34e-01	3.81e-01	0.1302	-0.8754646	-0.1140089	253.14	ZDHHC14	zinc finger DHHC-type palmitoyltransferase 14
65083	5.34e-01	3.81e-01	0.0656	-0.8754929	-0.0574269	1326.2	NOL6	nucleolar protein 6
5898	5.34e-01	3.81e-01	0.0738	0.8754094	0.0645786	1272.08	RALA	RAS like proto-oncogene A
8317	5.34e-01	3.81e-01	0.1168	0.8752307	0.1022468	259.98	CDC7	cell division cycle 7
84803	5.34e-01	3.81e-01	0.1557	0.87527	0.1363065	1767.19	GPAT3	glycerol-3-phosphate acyltransferase 3
3164	5.34e-01	3.81e-01	0.203	-0.8752797	-0.1776811	272.86	NR4A1	nuclear receptor subfamily 4 group A member 1
988	5.35e-01	3.82e-01	0.0579	-0.8751233	-0.0506901	1724.26	CDC5L	cell division cycle 5 like
54462	5.35e-01	3.82e-01	0.076	0.8750636	0.0664846	1552.37	CCSER2	coiled-coil serine rich protein 2
10046	5.35e-01	3.82e-01	0.1847	0.875054	0.1616031	49.65	MAMLD1	mastermind like domain containing 1
939	5.35e-01	3.82e-01	0.1025	-0.8748485	-0.089659	2299.46	CD27	CD27 molecule
79576	5.35e-01	3.82e-01	0.0414	0.8743714	0.036179	1036.28	NKAP	NFKB activating protein
57165	5.35e-01	3.82e-01	0.1801	-0.8743136	-0.1574568	45.84	GJC2	gap junction protein gamma 2
64343	5.35e-01	3.82e-01	0.0873	0.8740244	0.0762765	901.08	AZI2	5-azacytidine induced 2
158747	5.35e-01	3.82e-01	0.1388	0.8740596	0.1213169	2495.55	MOSPD2	motile sperm domain containing 2
142	5.35e-01	3.82e-01	0.0999	-0.8736724	-0.0872933	3564.52	PARP1	poly(ADP-ribose) polymerase 1
10875	5.35e-01	3.82e-01	0.1035	0.8736727	0.0904257	25886.62	FGL2	fibrinogen like 2
100616119	5.35e-01	3.82e-01	0.1658	-0.8737227	-0.1448988	15.74	MIR4697	microRNA 4697
79866	5.35e-01	3.82e-01	0.0805	0.8737488	0.0703592	287.8	BORA	BORA aurora kinase A activator
29797	5.35e-01	3.82e-01	0.2487	-0.8738543	-0.2173252	23.17	POM121L8P	POM121 transmembrane nucleoporin like 8, pseudogene
130340	5.35e-01	3.82e-01	0.1184	-0.8734661	-0.103418	178.12	AP1S3	adaptor related protein complex 1 subunit sigma 3
25845	5.35e-01	3.83e-01	0.0744	-0.8731995	-0.0650089	328.82	PP7080	uncharacterized LOC25845
100316904	5.35e-01	3.82e-01	0.1106	0.8733157	0.0965642	2966.18	SAP25	Sin3A associated protein 25
28483	5.35e-01	3.83e-01	0.2795	0.8731883	0.2440822	69.38	IGHJ1	immunoglobulin heavy joining 1
1088	5.35e-01	3.83e-01	0.4779	0.8732178	0.4172945	459.26	CEACAM8	CEA cell adhesion molecule 8
59283	5.35e-01	3.82e-01	0.3117	-0.8733384	-0.2722001	101.23	CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8
107984847	5.35e-01	3.83e-01	0.1485	-0.8730883	-0.1296425	557.01	LOC107984847	replaced by ID 100288069
11169	5.35e-01	3.83e-01	0.1179	0.8729073	0.1028861	138.67	WDHD1	WD repeat and HMG-box DNA binding protein 1
4835	5.35e-01	3.83e-01	0.1926	-0.8728368	-0.1681416	1788.75	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2
28730	5.36e-01	3.83e-01	0.2596	-0.8723932	-0.2264794	10.74	TRAJ25	T cell receptor alpha joining 25 (non-functional)
693221	5.36e-01	3.83e-01	0.0529	-0.8724137	-0.0461561	249.87	MIR636	microRNA 636
285331	5.36e-01	3.83e-01	0.1105	-0.8719161	-0.0963424	699.26	CCDC66	coiled-coil domain containing 66
57003	5.36e-01	3.83e-01	0.0613	-0.8714684	-0.0534505	1635.74	CCDC47	coiled-coil domain containing 47
3108	5.36e-01	3.84e-01	0.0954	0.8713647	0.0831639	3536.32	HLA-DMA	major histocompatibility complex, class II, DM alpha
339324	5.37e-01	3.84e-01	0.1087	-0.8710304	-0.0947217	497.92	ZNF260	zinc finger protein 260
22919	5.37e-01	3.84e-01	0.0703	0.871032	0.0612754	4125.87	MAPRE1	microtubule associated protein RP/EB family member 1
102723342	5.37e-01	3.84e-01	0.0924	0.8708352	0.0805049	1332.19	LOC102723342	uncharacterized LOC102723342
285193	5.37e-01	3.84e-01	0.0716	0.8706672	0.062372	540.63	DUSP28	dual specificity phosphatase 28
4057	5.37e-01	3.84e-01	0.5075	0.8704546	0.4417455	3020.98	LTF	lactotransferrin
339874	5.37e-01	3.84e-01	0.1431	-0.8703107	-0.1245343	36.16	NUDT16-DT	NUDT16 divergent transcript
54622	5.37e-01	3.84e-01	0.0591	0.8703115	0.0514529	467.51	ARL15	ADP ribosylation factor like GTPase 15
7005	5.37e-01	3.84e-01	0.2649	0.8703188	0.2305879	13.9	TEAD3	TEA domain transcription factor 3
101930085	5.37e-01	3.84e-01	0.1137	-0.8701679	-0.0989607	182.17	HERPUD2-AS1	HERPUD2 antisense RNA 1
155038	5.37e-01	3.84e-01	0.0842	-0.870055	-0.0732557	3824.52	GIMAP8	GTPase, IMAP family member 8
55149	5.37e-01	3.84e-01	0.0531	-0.870067	-0.0461724	603.43	MTPAP	mitochondrial poly(A) polymerase
50632	5.37e-01	3.84e-01	0.2272	-0.870061	-0.1976737	24.28	CALY	calcyon neuron specific vesicular protein
80221	5.37e-01	3.84e-01	0.0801	0.8705124	0.0697557	410.65	ACSF2	acyl-CoA synthetase family member 2
2057	5.37e-01	3.84e-01	0.1415	0.8702012	0.1231233	641.26	EPOR	erythropoietin receptor
150275	5.37e-01	3.84e-01	0.058	-0.8704215	-0.0505199	1326.16	CCDC117	coiled-coil domain containing 117
79065	5.37e-01	3.85e-01	0.0934	0.8695855	0.0812043	2434.76	ATG9A	autophagy related 9A
55510	5.37e-01	3.85e-01	0.2586	-0.8695933	-0.2248879	55.38	DDX43	DEAD-box helicase 43
100506233	5.37e-01	3.85e-01	0.135	-0.8695755	-0.1174181	109.33	RAB30-DT	RAB30 divergent transcript
51567	5.37e-01	3.85e-01	0.1026	0.8695022	0.0892435	3076.21	TDP2	tyrosyl-DNA phosphodiesterase 2
8019	5.37e-01	3.85e-01	0.078	-0.8691293	-0.0677724	1586.45	BRD3	bromodomain containing 3
83786	5.37e-01	3.85e-01	0.0745	-0.8688578	-0.0647225	2953.74	FRMD8	FERM domain containing 8
55832	5.37e-01	3.85e-01	0.0635	-0.868877	-0.0551792	2681.21	CAND1	cullin associated and neddylation dissociated 1
63939	5.37e-01	3.85e-01	0.0578	-0.8687956	-0.0502203	1411.17	FAM217B	family with sequence similarity 217 member B
57721	5.38e-01	3.85e-01	0.1039	0.8685018	0.0902378	821.73	METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit
100130742	5.38e-01	3.85e-01	0.1312	-0.8685333	-0.1139432	53.68	LRRC69	leucine rich repeat containing 69
6982	5.38e-01	3.85e-01	0.2234	0.8682643	0.1939898	117.96	TRGV8	T cell receptor gamma variable 8
4173	5.38e-01	3.85e-01	0.0837	0.868281	0.0726695	376.8	MCM4	minichromosome maintenance complex component 4
57053	5.38e-01	3.85e-01	0.0992	-0.8682198	-0.086115	178.97	CHRNA10	cholinergic receptor nicotinic alpha 10 subunit
81614	5.38e-01	3.85e-01	0.0416	-0.8683512	-0.0361309	1580.3	NIPA2	NIPA magnesium transporter 2
4836	5.38e-01	3.85e-01	0.0446	0.8678543	0.0386763	4044.71	NMT1	N-myristoyltransferase 1
5914	5.38e-01	3.86e-01	0.1411	0.867668	0.1224416	8737.08	RARA	retinoic acid receptor alpha
79169	5.38e-01	3.86e-01	0.0549	-0.8672843	-0.0475868	798.46	C1orf35	chromosome 1 open reading frame 35
646450	5.38e-01	3.86e-01	0.0581	0.8673241	0.0503494	190.95	ARIH2OS	ARIH2 opposite strand lncRNA
114876	5.38e-01	3.86e-01	0.1441	0.8670108	0.1249572	358.76	OSBPL1A	oxysterol binding protein like 1A
79745	5.38e-01	3.86e-01	0.0686	0.8668219	0.0595026	1270.29	CLIP4	CAP-Gly domain containing linker protein family member 4
100128340	5.38e-01	3.86e-01	0.153	0.8668459	0.1325978	55.06	LOC100128340	uncharacterized LOC100128340
100526820	5.38e-01	3.86e-01	0.127	0.8667176	0.1100631	64.26	CAHM	colon adenocarcinoma hypermethylated
100506282	5.38e-01	3.86e-01	0.0768	-0.8666508	-0.0665328	279.01	ANKRD42-DT	ANKRD42 divergent transcript
27292	5.39e-01	3.86e-01	0.0645	-0.8664333	-0.0558898	1428.09	DIMT1	DIM1 rRNA methyltransferase and ribosome maturation factor
741	5.39e-01	3.86e-01	0.0769	0.8664843	0.0666353	349.75	ZNHIT2	zinc finger HIT-type containing 2
146705	5.39e-01	3.86e-01	0.0598	-0.8665256	-0.0518244	2710.46	TEPSIN	TEPSIN adaptor related protein complex 4 accessory protein
101928143	5.39e-01	3.86e-01	0.171	0.8661189	0.1481413	510.86	LOC101928143	uncharacterized LOC101928143
55752	5.39e-01	3.87e-01	0.0806	0.8657987	0.0697696	873.3	SEPTIN11	septin 11
105376478	5.39e-01	3.87e-01	0.1953	0.8655049	0.1690741	26.89	LOC105376478	uncharacterized LOC105376478
10189	5.39e-01	3.87e-01	0.0841	0.8655527	0.0727589	1267.86	ALYREF	Aly/REF export factor
101930071	5.39e-01	3.87e-01	0.1118	0.8655138	0.0967312	32.51	LOC101930071	uncharacterized LOC101930071
414778	5.39e-01	3.87e-01	0.1879	0.8654279	0.1625978	10.38	HCG17	HLA complex group 17
6670	5.39e-01	3.87e-01	0.0881	-0.8652214	-0.0762123	6342.85	SP3	Sp3 transcription factor
83849	5.39e-01	3.87e-01	0.1714	0.8652481	0.1483247	58.79	SYT15	synaptotagmin 15
107985486	5.39e-01	3.87e-01	0.2695	0.865238	0.2332035	15.47	LOC107985486	uncharacterized LOC107985486
26804	5.39e-01	3.87e-01	0.1589	-0.8650201	-0.1374476	22.69	SNORD45B	small nucleolar RNA, C/D box 45B
116113	5.39e-01	3.87e-01	0.108	0.8649645	0.0934143	536.42	FOXP4	forkhead box P4
90634	5.39e-01	3.87e-01	0.0609	-0.8649894	-0.0527165	1450.68	N4BP2L1	NEDD4 binding protein 2 like 1
63967	5.39e-01	3.87e-01	0.1417	0.8648799	0.1225551	52.59	CLSPN	claspin
7716	5.39e-01	3.87e-01	0.044	-0.8648311	-0.0380399	2947.98	VEZF1	vascular endothelial zinc finger 1
729799	5.39e-01	3.87e-01	0.1838	-0.8645411	-0.1589296	45.48	SEC14L1P1	SEC14 like 1 pseudogene 1
55423	5.39e-01	3.87e-01	0.1003	-0.8644684	-0.0867448	1127.45	SIRPG	signal regulatory protein gamma
28923	5.40e-01	3.87e-01	0.3858	0.8642403	0.3334472	156.73	IGKV2-24	immunoglobulin kappa variable 2-24
8635	5.40e-01	3.88e-01	0.1522	0.8641523	0.1315542	17537.87	RNASET2	ribonuclease T2
55552	5.40e-01	3.88e-01	0.1197	0.8641131	0.1034346	99.91	ZNF823	zinc finger protein 823
105372482	5.40e-01	3.88e-01	0.1235	-0.8640785	-0.1066751	133.6	ZNF8-DT	ZNF8 divergent transcript
3059	5.40e-01	3.88e-01	0.1151	0.8639107	0.0994748	29127.72	HCLS1	hematopoietic cell-specific Lyn substrate 1
594840	5.40e-01	3.88e-01	0.1474	0.8638103	0.127363	32.57	ZFAT-AS1	ZFAT antisense RNA 1
81537	5.40e-01	3.88e-01	0.0856	0.8637936	0.0739053	1179.01	SGPP1	sphingosine-1-phosphate phosphatase 1
29083	5.40e-01	3.88e-01	0.0865	0.8635834	0.0746935	348.33	GTPBP8	GTP binding protein 8 (putative)
112268043	5.40e-01	3.88e-01	0.1469	-0.8636231	-0.1268483	189.6	LOC112268043	
23384	5.40e-01	3.88e-01	0.0782	-0.8635545	-0.0674936	1052.71	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
25801	5.40e-01	3.88e-01	0.1679	0.8632656	0.1449849	19545.7	GCA	grancalcin
101927018	5.40e-01	3.88e-01	0.1402	-0.8632892	-0.1210449	40.78	LOC101927018	uncharacterized LOC101927018
105376308	5.40e-01	3.88e-01	0.2261	-0.8630542	-0.1951622	14.45	LOC105376308	
594839	5.40e-01	3.88e-01	0.1722	0.8626731	0.1485118	27.73	SNORA33	small nucleolar RNA, H/ACA box 33
64837	5.41e-01	3.89e-01	0.0883	0.8619786	0.076092	471.93	KLC2	kinesin light chain 2
29799	5.41e-01	3.89e-01	0.0849	0.8618693	0.0731631	938.93	YPEL1	yippee like 1
6458	5.41e-01	3.89e-01	0.1341	0.8617329	0.1155654	145.34	SH3GL1P1	SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1
101929074	5.41e-01	3.89e-01	0.1874	-0.8616253	-0.1614797	18.07	PIK3CD-AS2	PIK3CD antisense RNA 2
26153	5.41e-01	3.89e-01	0.3176	-0.8616539	-0.2736388	19.49	KIF26A	kinesin family member 26A
101927949	5.41e-01	3.89e-01	0.2034	0.8612779	0.1751767	40.63	LOC101927949	uncharacterized LOC101927949
105370458	5.41e-01	3.89e-01	0.1373	-0.8612805	-0.1182954	26.41	SEC23A-AS1	SEC23A antisense RNA 1
9869	5.41e-01	3.89e-01	0.0451	-0.8609427	-0.0388453	1982.68	SETDB1	SET domain bifurcated histone lysine methyltransferase 1
83594	5.41e-01	3.89e-01	0.2321	-0.8608306	-0.1998373	76.42	NUDT12	nudix hydrolase 12
10007	5.42e-01	3.90e-01	0.076	0.8603235	0.0654258	921.84	GNPDA1	glucosamine-6-phosphate deaminase 1
9895	5.42e-01	3.90e-01	0.1707	0.8603192	0.1468483	3935.66	TECPR2	tectonin beta-propeller repeat containing 2
84240	5.42e-01	3.90e-01	0.0703	0.860018	0.0604789	565.61	ZCCHC9	zinc finger CCHC-type containing 9
23531	5.42e-01	3.90e-01	0.1447	-0.8599661	-0.1244285	869	MMD	monocyte to macrophage differentiation associated
54821	5.42e-01	3.90e-01	0.209	-0.8598833	-0.1796952	36.3	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase
643253	5.42e-01	3.90e-01	0.0879	-0.8597238	-0.0755309	378.49	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1
3619	5.42e-01	3.90e-01	0.0749	-0.8596912	-0.0644	527.55	INCENP	inner centromere protein
51693	5.42e-01	3.90e-01	0.0635	0.8594679	0.054539	752.19	TRAPPC2L	trafficking protein particle complex subunit 2L
64326	5.42e-01	3.90e-01	0.1045	0.8590078	0.0897238	3190.15	COP1	COP1 E3 ubiquitin ligase
2744	5.42e-01	3.90e-01	0.0813	-0.8589346	-0.0698456	5743.86	GLS	glutaminase
26774	5.42e-01	3.90e-01	0.1186	-0.8587221	-0.1018449	57	SNORD80	small nucleolar RNA, C/D box 80
57035	5.42e-01	3.91e-01	0.096	-0.8586147	-0.0824231	11262.89	RSRP1	arginine and serine rich protein 1
221184	5.42e-01	3.91e-01	0.1337	0.8585659	0.1147736	1258.82	CPNE2	copine 2
54521	5.42e-01	3.91e-01	0.0549	-0.8586364	-0.0471179	859.87	WDR44	WD repeat domain 44
197350	5.43e-01	3.91e-01	0.2034	-0.8584711	-0.1746365	22.91	CASP16P	caspase 16, pseudogene
100129060	5.43e-01	3.91e-01	0.0612	-0.8582922	-0.0525365	1398.96	SEMA3F-AS1	SEMA3F antisense RNA 1
105370492	5.43e-01	3.91e-01	0.2186	-0.857853	-0.1875195	19.3	LOC105370492	
100529240	5.43e-01	3.91e-01	0.0919	-0.8578227	-0.0788111	131.25	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough
51157	5.43e-01	3.91e-01	0.0587	-0.8578757	-0.050388	1033.68	ZNF580	zinc finger protein 580
65124	5.43e-01	3.91e-01	0.121	-0.8571998	-0.1037615	100.24	SOWAHC	sosondowah ankyrin repeat domain family member C
389634	5.43e-01	3.91e-01	0.2042	0.857214	0.1750837	294.58	LINC00937	long intergenic non-protein coding RNA 937
5546	5.43e-01	3.91e-01	0.0749	0.857014	0.0641749	2171.47	PRCC	proline rich mitotic checkpoint control factor
23218	5.43e-01	3.91e-01	0.1168	0.8569108	0.100083	23763.03	NBEAL2	neurobeachin like 2
26232	5.43e-01	3.92e-01	0.17	-0.8567798	-0.1456444	115.78	FBXO2	F-box protein 2
84687	5.43e-01	3.92e-01	0.0841	0.856716	0.0720292	12952.84	PPP1R9B	protein phosphatase 1 regulatory subunit 9B
23287	5.44e-01	3.92e-01	0.1032	-0.8566109	-0.0884045	4131.4	AGTPBP1	ATP/GTP binding carboxypeptidase 1
2023	5.44e-01	3.92e-01	0.1149	0.8564717	0.0984458	16849.25	ENO1	enolase 1
23678	5.44e-01	3.92e-01	0.0634	-0.8561397	-0.0542389	464.35	SGK3	serum/glucocorticoid regulated kinase family member 3
51490	5.44e-01	3.92e-01	0.0462	0.8560465	0.0395187	1540.88	SPOUT1	SPOUT domain containing methyltransferase 1
3822	5.44e-01	3.92e-01	0.2094	-0.855982	-0.1792652	117.24	KLRC2	killer cell lectin like receptor C2
7596	5.44e-01	3.92e-01	0.0577	-0.8560323	-0.0493787	517.79	ZNF45	zinc finger protein 45
102723360	5.44e-01	3.92e-01	0.3183	0.8558712	0.2724457	16.69	LOC102723360	uncharacterized LOC102723360
9820	5.44e-01	3.92e-01	0.0601	-0.8555607	-0.0514074	891.17	CUL7	cullin 7
105378779	5.44e-01	3.92e-01	0.2425	-0.8551261	-0.2073882	15.23	LOC105378779	
56659	5.44e-01	3.93e-01	0.1302	0.855007	0.1112985	65.9	KCNK13	potassium two pore domain channel subfamily K member 13
6691	5.45e-01	3.93e-01	0.2318	-0.8542721	-0.1979831	29.2	SPINK2	serine peptidase inhibitor Kazal type 2
100528030	5.45e-01	3.93e-01	0.1014	0.8542681	0.0865874	437.5	POC1B-GALNT4	POC1B-GALNT4 readthrough
400566	5.45e-01	3.93e-01	0.2306	0.8542845	0.1969993	90.13	C17orf97	chromosome 17 open reading frame 97
647042	5.45e-01	3.93e-01	0.2148	-0.854086	-0.1834202	43.95	GOLGA6L10	golgin A6 family like 10
51654	5.45e-01	3.93e-01	0.0474	0.8539487	0.0404893	793.56	CDK5RAP1	CDK5 regulatory subunit associated protein 1
55683	5.45e-01	3.93e-01	0.0527	-0.8534175	-0.0449549	2336.42	KANSL3	KAT8 regulatory NSL complex subunit 3
107985263	5.45e-01	3.94e-01	0.1144	0.8531957	0.0975942	93.74	LOC107985263	
375690	5.45e-01	3.94e-01	0.1111	-0.8531936	-0.094748	422.11	WASH5P	WASP family homolog 5, pseudogene
4335	5.46e-01	3.94e-01	0.083	-0.8529651	-0.070795	3017.76	MNT	MAX network transcriptional repressor
392490	5.46e-01	3.94e-01	0.1255	-0.8529395	-0.1070695	141.24	FLJ44635	replaced by ID 340527
107986364	5.46e-01	3.94e-01	0.1699	-0.8527308	-0.1449047	25.46	LOC107986364	
105372705	5.46e-01	3.94e-01	0.1857	0.8527042	0.1583226	19.44	LOC105372705	uncharacterized LOC105372705
55454	5.46e-01	3.94e-01	0.0873	-0.8525026	-0.0743845	2978.46	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
51280	5.46e-01	3.94e-01	0.1012	-0.8523107	-0.086251	561.26	GOLM1	golgi membrane protein 1
285505	5.46e-01	3.94e-01	0.1534	0.8517568	0.1307009	226.81	GASK1B-AS1	GASK1B antisense RNA 1
7564	5.47e-01	3.95e-01	0.0813	0.8512414	0.069228	161.06	ZNF16	zinc finger protein 16
101929746	5.47e-01	3.95e-01	0.1521	0.8506153	0.1293383	29.16	ZNF341-AS1	ZNF341 antisense RNA 1
2782	5.47e-01	3.95e-01	0.0992	0.8504417	0.0843648	13110.82	GNB1	G protein subunit beta 1
50619	5.47e-01	3.95e-01	0.0648	0.8504202	0.055111	9119.01	DEF6	DEF6 guanine nucleotide exchange factor
100533181	5.47e-01	3.95e-01	0.129	0.8503715	0.1096856	72.03	FXYD6-FXYD2	FXYD6-FXYD2 readthrough
2785	5.47e-01	3.95e-01	0.1169	0.8503035	0.0993591	59.27	GNG3	G protein subunit gamma 3
107984248	5.47e-01	3.95e-01	0.1531	-0.8500896	-0.1301423	24.74	LOC107984248	replaced by ID 729262
116983	5.47e-01	3.95e-01	0.0566	0.8498599	0.048087	2936.66	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3
8809	5.47e-01	3.96e-01	0.1075	-0.849468	-0.0913166	997.13	IL18R1	interleukin 18 receptor 1
391712	5.47e-01	3.96e-01	0.2179	0.8494463	0.1850637	30.22	TRIM61	tripartite motif containing 61
9031	5.47e-01	3.96e-01	0.0824	-0.8496359	-0.069999	2443.9	BAZ1B	bromodomain adjacent to zinc finger domain 1B
81622	5.47e-01	3.96e-01	0.0895	0.8495718	0.0760187	5750.48	UNC93B1	unc-93 homolog B1, TLR signaling regulator
94086	5.47e-01	3.95e-01	0.2035	0.8497139	0.1728919	14.65	HSPB9	heat shock protein family B (small) member 9
55666	5.47e-01	3.96e-01	0.053	0.8495869	0.0450535	5411.83	NPLOC4	NPL4 homolog, ubiquitin recognition factor
4810	5.47e-01	3.95e-01	0.1831	-0.8497223	-0.1555685	280.41	NHS	NHS actin remodeling regulator
139322	5.47e-01	3.96e-01	0.0813	-0.8494892	-0.0690824	409.15	APOOL	apolipoprotein O like
107984271	5.48e-01	3.96e-01	0.3132	0.8492786	0.266032	17.49	LOC107984271	
102724064	5.48e-01	3.96e-01	0.1209	-0.8486768	-0.102634	49.22	B4GAT1-DT	B4GAT1 divergent transcript
84100	5.48e-01	3.96e-01	0.1199	-0.8485638	-0.1017704	124.73	ARL6	ADP ribosylation factor like GTPase 6
64841	5.48e-01	3.96e-01	0.076	0.8483018	0.0644294	548.48	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
151651	5.48e-01	3.96e-01	0.079	-0.848176	-0.067037	180.31	EFHB	EF-hand domain family member B
2960	5.49e-01	3.97e-01	0.0521	0.8475913	0.0441311	661.84	GTF2E1	general transcription factor IIE subunit 1
79685	5.49e-01	3.97e-01	0.0447	-0.8475773	-0.0379115	2325.59	SAP30L	SAP30 like
29966	5.49e-01	3.97e-01	0.0822	-0.8468033	-0.0696015	672.9	STRN3	striatin 3
28902	5.49e-01	3.97e-01	0.5609	0.8465994	0.4748323	51.41	IGKV1D-13	immunoglobulin kappa variable 1D-13
107984347	5.49e-01	3.97e-01	0.0912	-0.846639	-0.0772275	187.74	LOC107984347	replaced by ID 121233926
107984578	5.49e-01	3.97e-01	0.2005	-0.8462648	-0.1696841	23.06	LOC107984578	uncharacterized LOC107984578
